p1;p2;s2;s3;s4;s7;s8;s9;s11;s12;s13;s14;s17;s20;s21;time_before_failure
-0.0003;0.0004;642.34;1586.19;1403.82;554.80;2388.02;9062.57;47.07;522.05;2387.99;8140.39;391;38.89;23.5176;181
-0.0043;-0.0001;642.15;1583.52;1399.72;554.94;2387.98;9054.07;47.05;522.40;2388.01;8142.05;391;38.91;23.4025;180
-0.0017;-0.0001;642.25;1583.00;1396.77;554.76;2388.00;9058.98;47.31;522.06;2388.00;8141.00;393;39.04;23.4126;179
-0.0017;0.0000;642.34;1582.61;1396.50;555.11;2387.99;9056.35;47.23;522.13;2388.04;8144.30;391;39.07;23.4410;178
0.0013;-0.0004;642.56;1586.46;1399.42;554.80;2388.02;9058.01;47.28;522.30;2388.06;8143.03;392;38.78;23.4919;177
-0.0063;0.0001;642.28;1584.89;1396.54;554.02;2388.06;9057.38;47.25;522.26;2387.98;8139.30;392;39.02;23.4484;176
0.0026;-0.0004;642.45;1583.75;1407.25;554.80;2388.07;9056.13;47.16;522.53;2388.05;8134.27;392;39.03;23.3395;175
0.0018;0.0001;641.85;1578.57;1401.64;554.67;2388.03;9061.87;47.26;522.48;2388.02;8142.83;392;38.90;23.4499;174
0.0015;-0.0000;642.81;1585.51;1402.18;554.29;2388.05;9061.75;47.33;522.36;2387.99;8137.87;392;39.07;23.3118;173
-0.0021;-0.0005;642.56;1586.77;1397.60;553.89;2388.00;9055.00;47.39;521.86;2388.03;8146.31;390;39.10;23.2970;172
-0.0011;-0.0004;642.20;1583.17;1401.49;554.56;2387.97;9053.83;47.15;522.14;2388.03;8144.18;392;39.02;23.4152;171
0.0013;-0.0002;642.01;1585.10;1401.22;553.90;2387.99;9061.72;47.13;522.10;2388.01;8139.78;393;38.90;23.3292;170
0.0021;-0.0003;642.09;1577.48;1397.32;554.08;2388.01;9067.01;47.14;522.21;2388.03;8142.67;390;39.00;23.2666;169
-0.0059;0.0002;642.17;1584.29;1402.90;554.49;2387.99;9059.92;47.09;522.31;2387.99;8141.52;392;39.04;23.4295;168
0.0008;0.0002;641.94;1585.92;1400.32;554.48;2388.02;9057.27;47.25;522.03;2388.04;8143.38;391;38.96;23.4180;167
-0.0006;0.0002;642.26;1583.33;1397.15;554.90;2388.00;9058.08;47.32;522.06;2388.00;8138.33;392;38.98;23.4245;166
-0.0013;0.0005;642.20;1582.65;1395.06;554.31;2387.99;9059.80;47.28;521.61;2388.07;8137.13;392;38.96;23.3558;165
0.0028;0.0003;642.17;1586.37;1391.34;553.51;2387.96;9057.20;47.33;522.18;2388.02;8139.71;393;38.89;23.4494;164
-0.0005;-0.0000;641.77;1583.12;1399.69;554.00;2388.01;9054.91;47.21;522.18;2388.04;8140.76;392;38.83;23.3974;163
0.0015;-0.0000;641.63;1582.07;1399.85;554.06;2388.02;9059.23;47.49;522.11;2388.04;8139.96;392;39.04;23.3005;162
-0.0023;0.0005;641.95;1589.76;1391.34;554.28;2388.00;9054.98;47.12;522.44;2388.03;8140.47;392;38.95;23.4605;161
0.0001;-0.0005;642.35;1584.95;1395.81;553.89;2388.04;9060.66;47.38;522.30;2387.96;8140.81;390;38.98;23.4058;160
0.0010;0.0002;642.25;1589.59;1400.53;554.61;2388.01;9049.64;47.13;521.88;2388.05;8141.08;393;39.00;23.3348;159
0.0005;-0.0001;642.45;1582.07;1401.72;554.10;2388.06;9058.60;47.36;522.27;2387.98;8141.34;391;38.95;23.3921;158
-0.0020;0.0004;642.12;1583.66;1395.97;554.20;2388.08;9058.63;47.29;522.17;2388.05;8140.95;391;39.02;23.4395;157
0.0016;0.0003;642.09;1589.30;1400.26;554.10;2388.00;9057.93;47.26;522.32;2388.05;8145.34;392;39.05;23.4893;156
-0.0015;0.0002;642.25;1584.69;1402.98;554.96;2387.98;9064.03;47.31;521.59;2388.01;8138.27;391;39.01;23.4020;155
-0.0017;0.0002;642.14;1589.90;1401.17;554.70;2388.03;9054.08;47.24;522.66;2388.02;8139.34;391;39.15;23.3576;154
0.0015;0.0004;642.31;1589.09;1399.28;554.16;2388.01;9055.95;47.31;521.75;2388.03;8136.66;392;39.11;23.4150;153
-0.0005;0.0003;642.33;1586.11;1398.41;554.85;2388.02;9060.42;47.22;521.69;2388.02;8141.37;391;39.18;23.3154;152
-0.0013;0.0004;642.06;1581.50;1403.97;553.93;2388.08;9060.87;47.15;521.60;2388.01;8142.52;391;39.00;23.3966;151
0.0021;-0.0003;642.56;1588.31;1404.25;554.16;2388.05;9055.11;47.43;521.92;2388.01;8140.16;392;38.90;23.4498;150
0.0018;-0.0001;642.09;1585.39;1403.38;554.71;2388.06;9057.05;47.25;521.87;2388.02;8139.85;392;38.80;23.3220;149
0.0011;-0.0003;642.30;1584.56;1396.58;554.30;2388.03;9065.47;47.34;522.47;2388.10;8145.32;393;39.15;23.4501;148
-0.0039;0.0005;642.17;1584.41;1402.55;554.12;2388.06;9056.69;47.47;522.06;2388.10;8143.94;390;39.00;23.3571;147
0.0031;-0.0005;642.03;1589.15;1406.25;554.23;2388.02;9068.88;47.13;522.00;2388.04;8141.25;393;38.85;23.3725;146
-0.0002;0.0001;641.86;1578.00;1409.16;554.85;2388.03;9055.15;47.08;522.17;2388.09;8143.54;394;39.17;23.3686;145
0.0012;0.0002;642.11;1588.49;1405.23;553.52;2388.04;9052.49;47.32;522.33;2388.03;8141.14;392;38.85;23.3221;144
0.0010;-0.0004;642.87;1579.88;1398.14;554.22;2388.01;9062.32;47.45;522.31;2387.99;8139.62;391;38.97;23.4215;143
0.0018;0.0001;642.41;1584.35;1403.20;554.18;2388.03;9057.24;47.26;522.21;2388.01;8142.93;392;38.99;23.4489;142
-0.0008;-0.0002;642.06;1580.11;1396.37;553.86;2388.06;9051.95;47.46;521.87;2388.03;8137.15;392;38.67;23.4419;141
0.0020;-0.0003;642.12;1576.85;1396.10;554.75;2388.04;9057.68;47.28;521.71;2388.11;8143.14;392;38.93;23.3224;140
0.0020;-0.0001;641.61;1590.28;1399.41;553.77;2388.04;9056.82;47.38;521.64;2388.03;8138.28;392;38.90;23.4433;139
0.0040;-0.0005;642.82;1585.61;1403.76;553.71;2388.05;9060.45;47.27;522.19;2387.98;8144.58;394;38.94;23.2370;138
0.0022;-0.0004;642.36;1580.69;1403.84;553.26;2388.00;9056.51;47.39;522.01;2388.07;8138.85;392;38.84;23.3283;137
0.0037;-0.0002;642.22;1589.39;1402.52;553.91;2388.03;9057.94;47.36;522.14;2388.05;8142.00;391;38.97;23.3124;136
-0.0043;0.0001;643.06;1588.51;1403.22;553.87;2388.01;9063.61;47.28;522.07;2388.02;8141.20;395;39.17;23.4114;135
0.0021;-0.0004;642.32;1590.31;1402.71;554.02;2388.05;9059.45;47.29;521.58;2388.07;8139.26;393;39.03;23.3797;134
-0.0010;-0.0005;642.24;1585.83;1404.42;553.66;2388.05;9060.72;47.41;522.22;2388.07;8136.81;392;38.92;23.3296;133
-0.0013;0.0003;642.34;1591.26;1397.00;554.40;2388.07;9061.42;47.30;522.16;2388.05;8139.73;390;38.85;23.3832;132
-0.0020;0.0005;642.07;1585.72;1397.60;554.10;2388.09;9066.73;47.17;521.69;2388.07;8138.63;391;39.11;23.2527;131
-0.0009;0.0001;642.47;1584.82;1401.24;554.05;2388.07;9059.63;47.34;522.22;2388.01;8142.74;393;38.85;23.3214;130
-0.0014;-0.0002;642.57;1576.26;1398.11;553.99;2388.05;9054.58;47.17;522.28;2388.01;8139.11;392;39.08;23.3481;129
0.0029;0.0000;642.07;1591.44;1401.05;554.47;2388.02;9060.23;47.29;522.12;2388.01;8138.25;391;38.83;23.3598;128
-0.0008;-0.0003;642.06;1588.78;1401.19;554.45;2388.08;9061.19;47.22;521.17;2388.05;8143.35;391;38.85;23.4020;127
0.0033;-0.0002;642.12;1585.19;1401.71;553.65;2388.04;9059.13;47.29;521.91;2388.04;8137.32;393;39.04;23.2120;126
0.0025;0.0001;642.65;1590.00;1402.75;553.69;2388.02;9058.74;47.35;522.09;2388.00;8142.95;391;38.99;23.4089;125
-0.0011;-0.0004;642.36;1593.00;1399.16;554.46;2388.09;9058.48;47.26;521.69;2388.06;8134.18;393;38.81;23.3511;124
0.0030;0.0000;642.32;1587.80;1402.53;553.85;2387.98;9055.74;47.29;522.34;2388.02;8142.07;392;38.94;23.2599;123
-0.0028;0.0004;642.48;1584.94;1397.17;554.17;2388.10;9060.95;47.31;521.79;2388.03;8138.41;393;38.77;23.4341;122
-0.0042;0.0005;642.46;1581.75;1400.67;553.71;2388.05;9062.22;47.29;522.29;2388.07;8146.17;392;38.95;23.3298;121
0.0004;0.0004;642.74;1589.92;1398.29;554.14;2388.00;9059.00;47.30;521.68;2388.06;8138.26;392;39.03;23.3075;120
-0.0018;0.0003;642.35;1584.34;1394.91;553.77;2388.01;9061.74;47.34;521.95;2388.01;8136.68;392;38.86;23.3635;119
-0.0012;-0.0002;642.21;1581.99;1399.29;554.22;2388.01;9053.81;47.41;521.78;2388.08;8144.75;394;39.11;23.4079;118
-0.0029;0.0004;642.23;1578.20;1398.90;554.38;2388.03;9057.99;47.35;522.26;2388.07;8143.31;392;38.95;23.3580;117
-0.0010;-0.0005;642.49;1585.37;1402.27;554.10;2388.08;9063.03;47.43;521.92;2387.99;8138.68;391;38.89;23.4183;116
0.0039;0.0004;642.32;1588.41;1399.21;553.86;2388.11;9057.14;47.39;521.65;2388.08;8138.24;392;39.06;23.4283;115
-0.0011;-0.0002;642.58;1597.06;1404.14;554.62;2388.05;9065.38;47.29;522.17;2388.05;8141.83;393;39.00;23.3789;114
-0.0017;-0.0005;642.42;1576.86;1410.27;554.41;2388.03;9055.04;47.32;521.98;2388.03;8139.21;391;38.99;23.3060;113
-0.0039;-0.0004;642.39;1585.54;1398.11;554.08;2388.00;9061.27;47.32;521.82;2388.03;8141.47;392;38.91;23.3589;112
0.0012;-0.0001;642.41;1583.38;1402.98;553.37;2388.06;9056.31;47.50;522.48;2388.04;8138.55;394;38.90;23.2635;111
-0.0001;-0.0003;642.87;1585.59;1400.02;553.48;2388.06;9051.09;47.17;521.65;2388.02;8133.43;393;38.92;23.2654;110
-0.0007;0.0005;642.63;1587.11;1400.17;553.61;2388.10;9062.11;47.49;521.81;2388.06;8143.02;392;38.88;23.3670;109
-0.0019;-0.0001;641.98;1586.20;1391.66;553.69;2388.08;9063.75;47.41;522.39;2388.08;8145.36;393;39.02;23.3815;108
0.0010;0.0000;642.27;1599.00;1407.40;553.13;2388.08;9062.18;47.20;521.73;2388.06;8138.80;393;39.00;23.4244;107
0.0007;0.0000;642.53;1588.86;1405.90;554.48;2388.06;9056.77;47.61;521.88;2388.03;8142.17;393;38.94;23.4362;106
0.0016;-0.0005;642.59;1591.88;1399.71;554.14;2388.05;9056.38;47.37;521.32;2388.08;8141.19;391;38.90;23.3098;105
0.0004;-0.0005;642.19;1589.74;1406.12;553.91;2388.06;9063.32;47.62;521.34;2388.08;8136.47;392;38.85;23.3182;104
-0.0033;-0.0004;642.38;1592.88;1398.14;553.50;2388.04;9059.76;47.58;522.04;2388.09;8140.67;392;39.06;23.3956;103
0.0020;0.0002;642.44;1581.87;1402.48;554.15;2388.10;9063.87;47.44;521.80;2388.09;8138.97;393;38.89;23.4027;102
0.0013;0.0002;642.82;1584.59;1407.71;553.29;2388.10;9053.83;47.47;522.04;2388.13;8135.05;393;38.74;23.3113;101
-0.0005;0.0002;642.15;1582.61;1406.28;553.43;2388.07;9061.27;47.28;521.65;2388.11;8139.34;393;38.95;23.4514;100
0.0033;-0.0002;642.41;1585.54;1408.52;553.75;2388.06;9055.99;47.41;521.78;2388.09;8133.51;393;38.98;23.3122;99
-0.0051;0.0004;642.65;1584.83;1398.19;553.94;2388.04;9054.00;47.54;521.43;2388.07;8139.30;391;38.83;23.2787;98
-0.0008;0.0002;642.45;1584.80;1406.27;554.21;2388.02;9066.24;47.45;521.65;2388.04;8137.58;392;38.75;23.4059;97
-0.0021;0.0004;642.22;1590.53;1404.36;553.72;2388.05;9055.21;47.40;521.66;2388.04;8136.15;393;38.81;23.3280;96
0.0000;0.0003;642.21;1589.13;1409.91;553.90;2388.09;9053.11;47.46;522.15;2388.06;8137.15;392;38.80;23.3310;95
0.0030;0.0001;642.35;1584.18;1403.82;553.33;2388.09;9059.61;47.55;522.00;2388.05;8140.09;393;38.86;23.3498;94
-0.0020;-0.0004;642.54;1591.17;1403.75;553.44;2388.06;9058.78;47.35;521.96;2388.09;8139.77;394;39.01;23.3471;93
0.0001;-0.0005;642.51;1592.86;1406.39;553.92;2388.08;9064.28;47.27;521.76;2388.13;8141.84;394;38.84;23.3656;92
-0.0026;-0.0002;641.79;1591.36;1406.71;553.80;2388.05;9060.84;47.54;521.49;2388.11;8145.36;393;38.87;23.3645;91
-0.0026;0.0000;642.28;1589.30;1413.01;553.64;2388.07;9060.18;47.49;521.60;2388.11;8144.62;392;38.94;23.4135;90
-0.0016;-0.0003;642.78;1589.49;1410.44;553.95;2388.10;9050.57;47.49;522.22;2388.08;8138.09;394;38.82;23.3903;89
0.0004;0.0004;642.36;1581.13;1402.62;553.50;2388.08;9060.20;47.29;522.16;2388.07;8134.63;392;38.92;23.3384;88
0.0005;-0.0000;642.59;1589.57;1412.88;553.42;2388.09;9061.79;47.43;521.22;2388.09;8139.70;393;38.95;23.1819;87
0.0024;0.0002;641.97;1584.25;1401.72;554.05;2388.01;9065.48;47.57;522.16;2388.09;8138.85;393;38.96;23.3698;86
0.0011;0.0002;642.08;1585.77;1399.50;554.26;2388.05;9059.04;47.30;521.67;2388.01;8139.63;393;38.95;23.3250;85
0.0033;-0.0002;642.80;1591.14;1400.21;553.46;2388.09;9063.83;47.33;520.96;2388.12;8135.69;392;38.81;23.3427;84
-0.0058;-0.0001;642.45;1590.03;1407.57;553.79;2388.13;9057.50;47.62;521.60;2388.12;8142.69;392;38.75;23.4020;83
0.0063;0.0000;642.67;1590.89;1405.46;554.04;2388.06;9065.96;47.65;521.30;2388.10;8143.97;394;38.58;23.3459;82
-0.0011;0.0003;642.45;1592.70;1410.57;553.66;2388.05;9057.99;47.60;521.94;2388.09;8141.77;392;39.02;23.3350;81
-0.0018;0.0003;642.93;1592.43;1406.87;554.03;2388.12;9060.81;47.56;521.53;2388.09;8134.99;393;38.81;23.3313;80
-0.0008;-0.0005;642.52;1595.76;1398.33;553.60;2388.08;9060.20;47.41;521.49;2388.08;8144.14;392;38.89;23.3006;79
0.0009;0.0000;642.37;1590.92;1404.84;553.51;2388.09;9060.55;47.42;521.23;2388.07;8136.73;392;38.84;23.1322;78
0.0013;-0.0004;642.91;1589.62;1410.92;553.56;2388.08;9066.41;47.67;521.33;2388.04;8136.92;392;39.02;23.3236;77
0.0019;0.0000;642.68;1588.08;1409.72;552.82;2388.14;9064.73;47.39;521.42;2388.11;8137.70;392;38.75;23.2622;76
-0.0030;-0.0005;642.50;1591.55;1403.43;553.69;2388.14;9064.51;47.51;521.28;2388.07;8131.82;393;38.87;23.3231;75
-0.0013;0.0005;642.80;1590.19;1403.75;554.05;2388.10;9056.87;47.65;521.07;2388.07;8134.78;393;38.72;23.3510;74
0.0035;0.0004;642.71;1589.82;1412.53;553.00;2388.09;9059.43;47.55;521.97;2388.11;8139.51;394;38.84;23.2896;73
-0.0015;-0.0005;642.43;1586.52;1405.93;553.06;2388.09;9053.34;47.51;521.27;2388.12;8131.55;394;38.81;23.2412;72
-0.0014;-0.0005;643.14;1588.13;1403.91;553.27;2388.09;9058.72;47.51;521.38;2388.13;8138.29;394;38.97;23.2541;71
-0.0023;-0.0000;642.46;1586.31;1406.41;553.78;2388.05;9055.41;47.57;521.33;2388.11;8134.12;393;38.88;23.2476;70
-0.0015;0.0005;642.66;1590.92;1404.10;552.86;2388.10;9060.57;47.55;521.32;2388.10;8137.20;393;38.74;23.1666;69
0.0014;-0.0001;642.67;1592.47;1401.12;553.19;2388.10;9055.60;47.70;521.43;2388.09;8139.91;393;38.89;23.2724;68
0.0021;0.0004;642.75;1584.23;1413.48;552.37;2388.19;9049.89;47.56;521.10;2388.16;8140.00;394;38.80;23.2674;67
-0.0051;0.0000;642.87;1585.60;1403.57;554.27;2388.11;9064.48;47.73;521.47;2388.10;8134.41;393;38.78;23.3385;66
-0.0016;0.0002;642.46;1594.04;1411.98;553.22;2388.07;9053.69;47.53;521.47;2388.06;8137.87;393;38.82;23.2851;65
0.0030;0.0001;642.32;1590.97;1407.14;553.14;2388.12;9053.82;47.54;520.94;2388.10;8141.62;393;38.79;23.2335;64
0.0039;0.0001;642.60;1583.92;1412.80;553.51;2388.13;9060.05;47.62;521.06;2388.06;8136.43;393;38.85;23.3074;63
-0.0012;0.0000;642.90;1590.96;1405.65;553.62;2388.03;9056.39;47.50;521.66;2388.09;8136.44;393;38.81;23.1438;62
-0.0031;-0.0004;642.95;1594.64;1409.92;553.10;2388.12;9060.57;47.65;521.44;2388.15;8142.79;394;38.70;23.2502;61
-0.0035;-0.0001;642.63;1594.68;1412.13;554.21;2388.09;9054.93;47.57;520.79;2388.10;8135.27;393;38.94;23.2858;60
-0.0047;0.0000;642.53;1585.77;1410.07;553.43;2388.19;9063.52;47.64;521.40;2388.19;8131.37;393;38.92;23.2423;59
0.0042;-0.0002;643.29;1595.46;1416.63;553.27;2388.14;9056.10;47.54;521.54;2388.11;8133.56;394;38.87;23.2968;58
-0.0015;0.0002;642.37;1594.03;1418.39;553.52;2388.13;9066.47;47.63;521.19;2388.04;8135.77;393;38.71;23.2721;57
0.0030;0.0003;642.84;1590.00;1413.03;553.48;2388.14;9054.92;47.66;520.82;2388.19;8138.03;394;38.67;23.2213;56
0.0018;-0.0003;642.76;1597.84;1410.45;552.91;2388.15;9054.58;47.66;521.13;2388.15;8131.41;393;38.76;23.3409;55
-0.0057;0.0003;642.90;1587.11;1407.87;552.97;2388.15;9057.64;47.65;521.27;2388.12;8130.53;394;38.91;23.2074;54
-0.0025;0.0002;643.24;1593.95;1415.19;553.62;2388.13;9056.74;47.58;520.79;2388.11;8135.21;394;38.46;23.1790;53
-0.0008;-0.0005;642.89;1590.84;1408.69;552.91;2388.16;9059.25;47.67;521.30;2388.15;8134.98;393;38.71;23.3654;52
0.0024;-0.0002;642.17;1586.56;1412.51;553.15;2388.12;9055.49;47.70;521.16;2388.15;8134.13;395;38.67;23.2765;51
-0.0007;0.0002;642.67;1595.42;1409.29;552.64;2388.09;9065.06;47.65;521.58;2388.16;8133.82;393;38.74;23.2905;50
0.0022;0.0001;642.96;1583.59;1414.38;552.77;2388.19;9053.79;47.66;520.90;2388.12;8133.18;393;38.85;23.2375;49
-0.0017;0.0001;642.38;1590.81;1409.99;553.08;2388.15;9058.21;47.60;520.26;2388.15;8137.29;394;38.95;23.2930;48
0.0026;0.0003;643.77;1591.19;1405.62;553.19;2388.14;9047.88;47.76;521.06;2388.15;8139.07;394;38.60;23.2775;47
-0.0018;-0.0001;643.12;1593.60;1413.19;552.89;2388.16;9052.99;47.80;520.83;2388.11;8136.06;395;38.72;23.1658;46
0.0036;-0.0004;642.57;1588.32;1418.27;552.18;2388.17;9061.15;47.54;521.20;2388.12;8140.84;393;38.93;23.2325;45
0.0032;-0.0002;642.95;1591.71;1414.68;553.51;2388.17;9053.66;47.54;520.87;2388.19;8138.02;393;38.66;23.1836;44
0.0012;-0.0001;643.06;1593.17;1412.55;552.80;2388.15;9058.08;47.84;521.26;2388.17;8134.11;393;38.49;23.2152;43
0.0009;0.0003;643.12;1590.30;1419.95;552.67;2388.13;9060.02;47.61;521.27;2388.19;8141.92;393;38.75;23.3150;42
-0.0009;0.0002;642.93;1593.56;1414.73;552.66;2388.18;9053.16;47.87;521.24;2388.12;8136.94;393;38.61;23.2650;41
-0.0011;-0.0004;642.99;1593.96;1421.80;552.62;2388.16;9056.16;47.81;521.00;2388.17;8134.67;393;38.60;23.2757;40
0.0005;-0.0004;642.88;1602.49;1415.76;552.77;2388.13;9067.55;47.83;520.97;2388.12;8135.92;394;38.58;23.2442;39
0.0013;0.0005;642.72;1596.36;1424.43;552.75;2388.20;9058.16;47.91;520.67;2388.15;8140.89;394;38.60;23.1174;38
0.0003;0.0005;643.32;1589.54;1411.71;552.81;2388.16;9063.14;47.79;520.47;2388.22;8128.12;394;38.53;23.1473;37
-0.0049;0.0004;643.34;1590.47;1422.97;552.48;2388.21;9053.31;47.73;520.68;2388.19;8131.88;393;38.62;23.2802;36
-0.0005;-0.0004;642.98;1597.19;1418.26;552.76;2388.18;9060.67;47.91;520.54;2388.20;8127.91;394;38.90;23.2823;35
-0.0032;-0.0005;642.88;1593.61;1416.66;553.03;2388.21;9056.97;47.74;521.10;2388.16;8135.91;395;38.70;23.1989;34
0.0008;-0.0004;642.98;1589.55;1411.61;553.13;2388.14;9057.51;47.81;520.30;2388.17;8127.96;394;38.69;23.2243;33
0.0020;0.0001;642.97;1588.82;1414.86;553.02;2388.18;9062.35;47.83;520.46;2388.19;8129.72;396;38.61;23.2332;32
0.0009;0.0002;643.45;1596.30;1418.50;551.71;2388.20;9056.12;47.98;520.97;2388.17;8131.20;394;38.81;23.1286;31
-0.0022;-0.0001;642.81;1596.51;1415.17;553.06;2388.18;9055.12;47.71;521.12;2388.18;8134.02;395;38.55;23.2365;30
-0.0014;0.0004;642.97;1593.94;1409.57;552.46;2388.20;9054.44;47.91;520.34;2388.25;8134.80;397;38.54;23.1443;29
0.0016;-0.0001;642.75;1588.39;1413.37;552.45;2388.20;9056.58;47.76;520.56;2388.18;8134.53;396;38.63;23.0398;28
0.0028;0.0001;643.35;1589.93;1428.51;551.78;2388.17;9054.46;47.67;521.53;2388.22;8135.05;394;38.59;23.2150;27
-0.0026;-0.0004;643.72;1594.68;1420.94;552.46;2388.15;9060.34;47.94;520.51;2388.17;8132.47;394;38.48;23.1996;26
0.0019;0.0004;643.11;1593.33;1423.59;552.57;2388.16;9060.54;47.91;520.75;2388.19;8126.30;395;38.49;23.2047;25
0.0016;0.0003;642.88;1591.95;1415.79;552.00;2388.18;9055.01;47.67;520.35;2388.22;8131.66;395;38.59;23.1672;24
-0.0036;0.0001;643.05;1588.18;1416.70;551.85;2388.20;9053.46;47.86;520.15;2388.18;8124.84;396;38.58;23.1161;23
-0.0021;0.0002;642.81;1596.73;1420.76;552.29;2388.23;9061.94;47.82;520.03;2388.30;8129.47;394;38.65;23.1071;22
0.0011;0.0003;643.47;1603.38;1420.90;551.67;2388.17;9051.79;48.00;520.94;2388.17;8135.71;396;38.53;23.1439;21
0.0007;0.0004;643.12;1595.44;1416.92;551.36;2388.22;9061.31;47.82;520.21;2388.20;8126.39;393;38.69;23.1484;20
0.0015;-0.0004;643.08;1594.62;1410.64;552.59;2388.17;9057.49;48.08;519.74;2388.22;8130.91;395;38.75;23.2151;19
-0.0004;0.0000;643.20;1598.58;1423.18;551.54;2388.21;9048.05;47.98;519.98;2388.23;8131.29;395;38.75;23.2362;18
0.0017;0.0002;643.68;1597.92;1422.03;551.58;2388.16;9052.34;48.05;520.15;2388.24;8127.51;395;38.63;23.1421;17
0.0011;-0.0002;643.00;1595.13;1424.97;551.31;2388.23;9054.20;47.98;520.42;2388.23;8128.39;395;38.50;23.1914;16
-0.0019;0.0005;642.72;1596.83;1424.73;551.82;2388.23;9049.94;47.67;520.29;2388.21;8128.23;394;38.52;23.0925;15
0.0008;0.0002;642.97;1600.41;1427.35;551.99;2388.25;9049.52;48.07;520.01;2388.16;8125.00;396;38.68;23.0289;14
-0.0017;-0.0003;643.45;1601.32;1421.55;551.99;2388.21;9054.42;48.13;519.72;2388.28;8126.34;395;38.49;23.0906;13
0.0005;-0.0001;643.63;1594.24;1419.28;551.46;2388.27;9055.49;47.88;520.39;2388.23;8129.42;394;38.51;22.9421;12
-0.0006;0.0001;643.13;1603.50;1422.32;551.68;2388.28;9054.54;48.10;519.83;2388.24;8127.14;395;38.49;23.0752;11
0.0023;0.0003;643.59;1598.63;1430.25;551.80;2388.25;9052.91;48.09;519.77;2388.27;8125.87;394;38.58;23.0992;10
-0.0006;0.0004;643.20;1606.34;1424.21;552.26;2388.30;9049.92;48.06;519.96;2388.25;8125.05;396;38.49;23.1393;9
0.0011;0.0002;643.71;1596.39;1427.26;550.98;2388.30;9051.89;48.14;520.07;2388.25;8132.02;396;38.56;23.0529;8
0.0050;0.0003;643.26;1598.26;1428.19;551.82;2388.28;9048.40;48.01;519.37;2388.25;8125.79;395;38.37;23.0572;7
-0.0019;-0.0005;643.70;1603.89;1427.77;551.33;2388.27;9055.61;48.17;519.96;2388.26;8126.87;394;38.44;23.1070;6
-0.0039;0.0004;643.71;1601.83;1426.78;550.74;2388.27;9044.42;48.16;519.82;2388.27;8123.49;395;38.44;23.0447;5
0.0011;0.0002;643.74;1604.29;1426.03;551.22;2388.29;9053.35;48.23;519.83;2388.26;8126.53;397;38.68;22.9664;4
-0.0007;0.0003;644.27;1601.35;1425.30;550.83;2388.30;9052.47;48.33;519.95;2388.20;8127.21;397;38.43;22.9692;3
-0.0014;0.0002;643.90;1595.95;1430.12;550.50;2388.22;9053.98;48.11;519.97;2388.32;8122.81;396;38.49;23.0242;2
0.0030;-0.0003;643.75;1602.10;1429.98;550.76;2388.25;9057.26;48.29;519.99;2388.26;8120.71;396;38.40;23.1204;1
0.0023;0.0002;644.44;1602.57;1433.99;550.75;2388.25;9041.98;48.22;519.48;2388.32;8118.01;397;38.38;23.0170;0
0.0018;0.0001;642.27;1581.75;1402.34;554.99;2387.98;9059.40;47.21;522.64;2387.99;8144.86;392;39.09;23.2883;213
0.0030;0.0003;642.60;1575.94;1401.33;555.05;2388.00;9065.97;47.14;522.29;2388.01;8146.92;392;39.01;23.5057;212
0.0032;-0.0003;641.69;1584.80;1398.87;554.75;2388.02;9061.19;47.06;522.82;2387.98;8148.92;391;39.10;23.4533;211
0.0012;0.0002;642.01;1578.91;1387.93;555.21;2387.98;9060.55;47.12;523.31;2387.95;8148.12;390;39.20;23.4821;210
0.0019;0.0001;641.86;1591.14;1397.29;554.99;2388.01;9064.86;47.22;522.54;2388.04;8153.72;391;39.02;23.4283;209
-0.0013;0.0002;641.82;1571.99;1397.98;553.56;2387.95;9060.16;47.26;522.60;2388.02;8143.69;392;38.93;23.4899;208
0.0044;0.0000;641.85;1584.89;1406.01;554.63;2388.04;9066.62;47.18;522.33;2388.02;8146.40;392;39.02;23.2455;207
0.0008;0.0002;641.62;1587.61;1397.07;554.31;2388.03;9066.85;47.13;522.20;2387.94;8146.90;388;39.02;23.5170;206
-0.0006;-0.0005;641.81;1581.84;1396.05;554.84;2388.00;9061.75;47.29;522.55;2387.96;8147.68;392;38.85;23.4162;205
0.0009;-0.0005;641.86;1587.28;1400.35;554.04;2388.02;9070.63;47.12;522.09;2388.05;8145.79;392;38.97;23.3734;204
0.0013;-0.0001;641.95;1577.31;1398.69;554.24;2388.05;9054.80;47.27;522.10;2388.01;8149.89;391;39.14;23.4639;203
0.0023;0.0002;642.14;1582.58;1404.15;554.83;2387.99;9061.05;47.30;522.16;2387.95;8146.83;391;38.97;23.3962;202
0.0023;-0.0005;642.37;1581.81;1399.37;554.18;2388.01;9063.67;47.25;522.20;2388.02;8144.05;391;39.02;23.4168;201
-0.0016;0.0004;642.08;1578.29;1395.70;554.21;2388.01;9070.42;47.13;522.17;2388.02;8147.25;390;39.08;23.4572;200
-0.0005;0.0002;642.11;1590.53;1396.66;553.46;2387.98;9062.51;47.24;522.47;2388.02;8144.59;390;39.03;23.4858;199
-0.0009;0.0000;642.02;1588.73;1398.90;555.16;2387.97;9066.42;47.17;521.96;2387.98;8141.08;392;39.29;23.3971;198
0.0024;0.0002;641.94;1580.17;1393.70;554.72;2388.01;9059.86;46.98;522.83;2388.01;8148.43;392;38.97;23.4019;197
